id,batch,folio,date,year,correspondent,n_alpha_rows,has_syllabary,has_geminate,has_nulls,n_nulls,has_fw,n_fw,has_nomenclator,n_nomenclator,has_latin_fw,notes
194,3,122r,20 June 1485,1485,"Ascanio Maria Sforza Visconti, Cardinale",4,False,True,True,10,True,12.0,True,48,False,"FWs: Qua, que, qui, che, per, quando, perche, come, La S.V., la S. del pp., la Re. Maesta. Label says 'Gemine' not 'Duplicate'. 4 alphabet rows - deepest homophonic in batch. Very large nomenclator with syllable-substitution codewords (qui, per, etc). KEY RECIPIENT: Cardinal Ascanio Sforza. Nomenclator includes extensive Italian political figures + geographic names."
195,3,122v,8 September 1485,1485,"Iannefrancesco oliva, ituro Romam (Vigleuam)",3,False,True,True,7,True,7.0,True,24,False,"FWs: Che, cum, quando, perche, vel, si, non. Notable nulls include word-form nulls: 'fac', 'al', 'Casare'. Nomenclator: El Papa, S.de Venecia, Re Ferrando, Baroni, Cardinali, S. Fiorentini, s. Roberto, Genovesi, Duca de Calabria, Gentedarme, Fantaria, Nave, Galee, dinari, Don Federico, Cardinale darragona. Marked 'vacat' in margin."
196,3,123r,7 September 1485,1485,"Iannefrancesco oliva, ituro Romam (Vigleuam)",3,False,True,True,7,True,4.0,True,38,False,"FWs: Che, Come, Quando, perche. 3-column nomenclator. Includes Galdotto da la mirandola, S.de Carpi, Duca de Urbino, el S. prefecto, El s. de Camerino, Genovesi, Card. de Genoa, Card. S. pet. ad vincula, Monsignore Ascanio, Lorenzo de medici, M. Zo. benaiuolo, Cardinali, S. Don Federico. Guerra, Denari, Colonefi, Ursini, Reame, Nave, Galee, Gendarme, Fanci."
197,3,123v,29 October 1485,1485,"Branda Castiglioneo, Neapoli",3,False,True,True,6,True,7.0,True,40,False,"FWs: Como, Cum, Perche, Peroche, Non, Quando, Che. NOTABLE: 'Quicqd positum erit inter hec duo signa II I nihil importabit' - null bracket rule (Latin instruction). Large nomenclator: Papa through Dux de Genoa + Italia, Imperatore, Alamanni, Re de Ungaria, Conte de Montorio. Sent to Naples."
198,3,124r,25 January 1486,1486,"Joanneseraphino, ituro Terraciam",3,False,True,True,6,False,0.0,True,28,False,"Null section labeled 'Nihil importantes' (Latin). Nomenclator: Papa, Cardinali, Card. san pero ad vincula, S. Robertho, Re ferrando, Duca de calabria, Don Federico, Baroni, La S.ria de venetia, El Turcho, Fiorentini, Lorenzo de media, Senesi, Zenoesi, Duce de zenoa, Marchese de Mantoa, Duca de Ferrara, Marchesi de Monferato, Duca de sauoia. Military: Dinari, Guerra, Pace, Tregua, Gentedarme, caualli, Fanni da pede."
199,3,124v,[1486],1486,"Philippino Lauden, Regio scriba",2,False,True,True,5,True,4.0,True,30,True,"**LATIN FW CODES AS NOMENCLATOR VALUES**: El Papa=hinc, El Card.S.petro ad vincula=bene, El Prefecto=precipiebatur, M. Hibleto=a Socrate, El S. Roberto=ut, Fracasso=Adolescentes, El signore Re=In speculo, etc. Uses Latin text fragments as codewords. Italian FWs: che, se, anchora. HIGHLY UNUSUAL: systematic Latin literary quotation as cipher code. The codewords appear to be from a Latin text about beauty/appearance (speciei, Dignitas, vitijs, Formosos, Deformiori)."
200,3,125r,7 March 1486,1486,Joannijacobo Trivulcio,2,False,True,True,7,True,5.0,True,52,True,"FWs: Che, quando, perche, pertanto, Siche. BRACKET NULL RULE: 'Quicquid positum fuerit inter hec duo signa + J nihil importabit.' Uses Latin words as codewords for some entries: El Papa=va, Cardinali=vem, Re Ferrando=Sta, Card.S.petro ad vim=Gitta, etc. Very large nomenclator (52+): political figures + Patrimonio, Citta de castello, Li bahoni, Niccolo vitelli, Thodi, Suyzeri, Gentedarme, Fanti, Dinari, Armata, Galee, Victualie, Stram. FWs also: quando=Got, V.Signia=R, sua m.=L."
201,3,125v,26 August 1486,1486,Joanne Angelo de Talentis,2,False,True,True,7,True,10.0,True,48,False,"FWs: Qua, que, qui, che, perch, quando, come, La Sta sua, La sua Maesta, La vostra Signoria. Large nomenclator: Papa through Fiorenza + El campo, Oratori, El turcho, Subsidio, Sig. Virginio, Sig. Ursini, cavalli, Gente darme, Fanti, Victualie. Military/diplomatic focus."
202,3,126r,15 August 1486,1486,Laurencio Mozanca,4,True,True,True,12,True,5.0,True,32,False,"**FULL SYLLABARY (FC GRID)**: Ab/eb/ib/ob/vb, Ac/ec/ic/oc/vc, Ad/ed/id/od/ud, Af/ef/if/of/uf, Ag/eg/ig/og, AL/eL/iL/oL/uL, Am/em/mm/om/vm, An/en/in/on/im, ap/ep/ip/op/vp, ar/er/ir/or/vr, Da/de/di/do/du, Ma/me/mm/mo/mu, Pa/pe/pi/po/pu. 4 alphabet rows. **BEST VISUAL VMS PARALLEL per Paper 3.** FWs: che, perch, non, come, pertanto. Nomenclator: Papa through Genoa + military. THIS IS THE MOZANCA KEY (fo.92v in earlier numbering = fo.126r here)."
203,3,126v,7 September 1486,1486,Domno Episcopo Comensi,2,False,True,True,8,True,5.0,True,42,False,"FWs: che, perch, como (top section also includes these). Large nomenclator: Papa through Exercito. Includes Sig.Virginio, Sig. Ursini, Venetiam, Armata, Galee, Nave, Dinari, El campo, Oratori, El turcho, Subsidio, Cavalli, Gente darme, Fanti, Victualie, Guerra, Accordio, Tregua, Pace, Prouisione."
204,3,127r,7 September 1486,1486,Guidantomo Arcemboldo,3,False,True,True,8,True,5.0,True,40,False,"FWs: che, quando, perch, como, non. Nomenclator: Papa through Exercito, Principe de Altamura, Principe de Salerno, Li todeschi. Similar structure to #203 (same date)."
205,3,127v,25 September 1486,1486,Francesco Casato,2,False,True,True,8,True,5.0,True,40,False,"FWs: Quando, Perche, como, non, che. Also: Cum R. Nomenclator includes Dondossula, Chiauenna, Valtellina, Bellmzona (Swiss/Alpine locations), Mado Bianca, Privilegij, Ducati, Mille, Conto (monetary). El papa through Re de Hispania. Note added: 'instaurata cu eodem ituro in Germaniam die 8 Maij 1491'."
206,3,128r,10 January 1487,1487,Philippo de Comite,3,False,True,True,8,True,5.0,True,36,False,"FWs: che, como, perch, quando, non. Duplicate section includes fa/fe/fi/fo/fu (syllabic). Nomenclator: Papa through Li ultramontani/li Todeschi. Includes Frate Augustino da Lecce. La sua S./m./Signoria/vra S."
207,3,128v,10 January 1487 (renewed 20 January 1492),1487,Jo. Stephano Castellioneo,3,False,True,True,8,True,5.0,True,35,False,"FWs: quando, che, como, perche, non. Renewed 5 years later. Nomenclator: Papa through Quelli ex S.ri. Includes La S. de venetia, O Sig. Roberto, Li baroni, Exercito, Li todeschi, La vostra Ex.tia."
208,3,129r,25 August 1486 (renewed 17 April 1491; in Germaniam 25 October 1497),1486,Erasmo Brascha,4,False,True,True,10,True,12.0,True,85,False,"**MASSIVE KEY - renewed 3x spanning 11 years (1486-1497)**. 4 alpha rows. FWs include: che, como, quando, perche, pero, questo, quello, iato, mezo. Gemine section. ENORMOUS nomenclator (85+): Papa, La S. de H.S., Re de meliorra/portogallo/franza, Duca de Britagna, Imperatore, Re di Romani, Gente darme, Exercito, Re de Hungaria/Pollana/Boemia, Venetiani, Duca de Austria/Bauiera, Alamam, Guerra through Duchessa di Britannia. Also includes abstract concepts: bono animo, bona voluntea, iracundia, perturbatione, S. Roberto. Many French entries (Mons. de S. Malo, Duca de Bourbon, etc). LONGEST KEY IN BATCH."
209,3,129v,25 April 1487,1487,Mapheo Trivuliensi,2,True,True,True,5,True,5.0,True,18,True,"**FULL SYLLABARY**: Ba-Bu, Ca-Cu, bi-b+, Da-Du, Ma-Mu, Fa-Fu, ga-gu, La-Lu, na-nu, pa-pu, sa-su, ta-tu, Ra-Ru, qua/que/qui/quo. Latin FWs: quod, quia, quicquid/quemadmodum, semper, Belli, itaque. Nomenclator uses Latin titles: Papa, Cardmales, Archieps, Episcopus, Collegium cardinalium, Illmus Dux, Rex Francie, Rex hungarie, Illmus D. Joannes Corvinus, Illmus D. Lud. Dux Bari, Illma D. Blanca soror nostra. NOTABLE: Latin language key for Hungarian diplomatic context."
210,3,130r,29 July 1487,1487,Episcopo Derthonen(si),3,False,True,True,7,True,4.0,True,40,False,"FWs: quando, como, perche, non. Alpha rows explicitly numbered 2/3/4 (implying row 1 = plaintext). Nomenclator: Papa through El cardmale de S.Petro in vincula = S. Large standard diplomatic set."
211,3,130v,11 September 1487,1487,Baptista Sfondrato,2,False,True,True,8,True,6.0,True,48,False,"FWs: Quando, perche, como, non, che + additional at bottom. Duplicate letters mapped to a-l (alphabetic). Nomenclator: Papa through Principe de capua + Card.sancti Petri ad vincula, M.co Laur., M. Zo. Bentivolio. Includes El Pontano. Large military set: Armata through Provifione."
212,3,131r,27 October 1487,1487,Joannepetro Suardo,2,False,True,True,7,True,4.0,True,30,False,"FWs: Quando, como, perche, non. Nomenclator focused on GENOA: Fregosi, Adorni, Freschi, Spinuli, Grimaldi + Cardinale de Genoa, La Speza, Savona, Castelleto, S. Francesco, Cittadella. Also Papa through Venetiam, El S. Ludovico, Questi Antiani."
213,3,131v,25 February 1488,1488,"Jo. Francisco oliva (with Guidantonio Arcemboldo), ad Regem Hungariae",4,False,True,True,15,True,7.0,True,45,False,"FWs: che, perche, come, quando, pertanto, nientedimancho, quantunche. 4 alpha rows. CENTRAL EUROPEAN nomenclator: Papa, Cardinale, Cardinali, Vescovo Caradmo, Arcivescovo, Prothonotario, Imperatore, Electori, Duca de Austria, Maxmiano Re de Ro., Conte Palatino, Duca de Saxonia, Duca de Banera, Marchese de Bandenburg, Arcivescovo de Colonia/Maganza/Treuire, Re de Franza/spagna/Inghilterra, Re de Napoli/hungaria/poloma/Dana/Boema, Duca Zo. Corvino, Baroni, Signori. HUNGARIAN MISSION key."
214,3,132r,[1488],1488,Comiti Antonio Balbiano,2,False,True,True,5,True,7.0,True,16,False,"FWs: Perche, qualche, che, quando, non, nientedimancho, giurera, pertanto. Relatively small nomenclator: Papa, Re Ferrando, Venetiani, Fiorentini, Re de Unganza, Genovesi, Senesi, Dinari, Gentedarme, Fanti, Galee, Armata. Also Corali, Imperatore, Sua Sig., Re di Franza, Re di Spagna, Praticha."
215,3,132v,5 May 1489,1489,"Augustino de Lonati Saonensi, moram trahens Venetiis",2,False,True,True,6,True,7.0,True,35,False,"FWs: a, che, come, quando, perche, bre, Siche. LIGURIAN FOCUS: D. Augustino adorno, D. Joanne Adorno, D. Obietto dal fiesco, D. Jo. Aluysio dal fiesco, Dorij, Spinoli, Fregosi, Adorni, S.de monacho, Monacho, Mentone, Vintimilia, Rochabruna, Turbia, Riviera de ponete, Genoa, Riviera de Levante, Saona, Valle de venetia, Porto de Villafrancha. Sent to Savona resident in Venice."
216,3,133r,3 November 1489,1489,"Francesco Pagnano, profecturo in Britanniam",2,False,True,True,10,True,5.0,True,42,False,"FWs: quando, como, perche, non + additional. Sent to BRITTANY. Large international nomenclator: Re de Franza/spagna/hungaria/Napoli/Romani/Inghilterra, Venetiam, Genovesi, Fiorentini, Todeschi, Bertagnia, Inghilterra, Duca de Lorenna. Military: Dinari, Fanti, Armata, Galee, Nave, Subsidio, Provifione, El Turcho, El Soldano, Franza, EL campo, Bertoni, Duca de Savoya."
217,3,133v,4 December 1489,1489,"Antonio Stanghi, profecturo Neapolim",2,False,True,True,8,True,7.0,True,48,False,"FWs: quando, perche, non, che, como, quantunche + additional. Sent to NAPLES. Large nomenclator: Papa through Lo Illmo S. Ludomco. Includes Roma, Ferrara, Mantua, Milano, Venetia, Genua. M.co Lorenzo, M. Zoanne Bentiuolio, El pontano, Niena di mano, Tregua."
218,3,134v-135r,"[undated, c.1489-1490]",1489,Thadeo Vicomercato,2,True,True,True,6,True,5.0,True,35,False,"**FULL SYLLABARY**: ba-bu, ca-cu, da-du (2 pages), fa-fu, ga-gu, La-Lu, ma-mu, na-nu, pa-pu, qua/que/qui/quo, va-vu, sa-su, ta-tu. FWs: che, Perche, como, unde, quando. Nomenclator: Papa, Re di franza, Imperatore, Maximiliano, Re de hungaria, Re Ferrando, Duca Calabria, S di venetia, S fiorentini, Duca de ferrara, Marchese Mantua/Monferra, Duca di Savoia, S. Galeoto mirandula, S. Antoniomaria mirandula, S. da Carpi, me Fran. Sicco, S. Jo. Fr. Gonzaga. Dinari, Galee, Nave, Grupo. SPANS 2 FOLIOS."
219,3,135v-136r,"[undated, c.1489-1490]",1489,Christophoro Buillan,2,True,True,True,10,True,12.0,True,72,False,"**FULL SYLLABARY + MASSIVE NOMENCLATOR**. FWs: che, Como, Quando, Perche, Peroche, Pero, Chella, questo, quello, Mezo, Accordo + more. FRENCH DIPLOMATIC CONTEXT: Admiralio de Savoia, Marchese de Saluzio, Marchese de Monsferra, el conte de S.Martino, el duca di orlens, Mons. de cordex, Mons. de miolans, Marchese de rotolino, El cancellere de francia, Seneschalco de carcassona, Mons. de serua, M. Ameu, Mons. de la chiambra, Turino, Vercelli, Mons. de Amboim. Also emotional/abstract: Bonoanimo, Bona voluntà, Male disposta, Iracundia, Perturbatione. SPANS 2 FOLIOS. One of the largest keys."
220,3,136v-137r,"[undated, c.1489-1490]",1489,Carlo Belzoioso,4,True,True,True,8,True,12.0,True,78,False,"**FULL SYLLABARY + 4 ALPHA ROWS + MASSIVE NOMENCLATOR**. FWs: Che, Como, Quando, Perche, Pero, Questo, Quello, Tutto, Lui, Noi. VERY SIMILAR to Buillan key (same diplomatic context). Nomenclator includes French entries: Duchessa de Savoia, M. Ant. Maria, Marchese de Monsferra, Admiralio de Savoia, etc. Also: Armata, Nave, Galee, Subsidio, Presidio, Cura, Si, Non, Tempo, Stato de savoia. Emotional: Bonoanimo, Bona voluntà, Iracundia, Perturbatione. Honorifics: La imperial M.ta, La r. M.ta, La vna M.ta, La vna S. SPANS 2 FOLIOS."
221,3,137v,"[undated, c.1489-1490]",1489,Herasmo Trivultio / Jo. Dominico Mediabarba (duplicate),2,False,True,True,6,True,9.0,True,16,False,"FWs: Perche, qualche, che, quando, non, nientedemeno, quantunche, ptanto, epero. SHARED KEY between two correspondents (noted 'Duplicat cu D. Jo. Dominico mediabarba'). Nulls are syllabic: ba,bi,bo,bu,da,di,do,du. Relatively small nomenclator: Papa, Re ferando, Venetiani, Fiorentini, Marchese de Mantua, Genovesi, Senesi, Bolognesi, Vra Excellentia, Questo S. Duca, questa Madama, Dinari, Gentedarme, Fanti, Galee, Armata."
222,3,138v,"[undated, c.1490-1492]",1490,Mapheo Trivuliensi (2nd key),3,False,True,True,12,True,6.0,True,30,True,"Latin FWs/nomenclator entries: quod, propter quod, quoniam, Nihil, Non, Sicut. HUNGARIAN CONTEXT: Lo Jauriense, Lo Varadino, Lo Vayuoda, Chienes paulo, Zagabria, Duca de Milano, Sig. Ludovico, Lo Duca Joanne, Lo Cinque chiese, Vra Maesta, La Regina, La S.sua R.ma, Exercitus, Lo Conte Stephano, La Illma Madona Bianca. Includes numerical entries: Ducenta Milia, Ducenta quaginta milia, Trecenta milia, Centoquadranta milia, Amicus, Auxilium, Fedus. Nulls include y, gl, Rf, H, h, f, 3. Second Trivuliensi key for Hungarian mission."
223,3,139v-140r,ultimo May 1494,1494,Stephano Taberna,4,True,True,True,7,True,20.0,True,95,True,"**ENORMOUS KEY - one of the largest in entire codex**. 4 alpha rows with very deep homophony. Full syllabary implied by depth. FWs include Italian (perche, che, quando, como, si, non, haueo inteso, haueo scripto, Sono auisato) + Latin (ludit, meret, comp, excitu). MASSIVE nomenclator (95+): complete Italian political landscape + military + geographic + abstract. Includes rare entries: Obsidione, Expugnatione, Bombarde, Artellarie, Tractato, Mandato, Hominidarmi, Grotta Ferrata, Matrimonio. Cities: Neapoli, Milano, Fiorenza, Venetia, Romagna, Bologna, Sarzana, Lunegiana. SPANS 2 FOLIOS."
224,3,140v-141r,ultimo May 1494,1494,Carlo Vicecomite (Cardinale),4,True,True,True,12,True,18.0,True,90,True,"**ANOTHER ENORMOUS KEY** (same date as Taberna). 4 alpha rows with deep syllabic encoding. FWs: Como, Quando, Quanto, Si, Se, Non, Perche, che, Et, Siche, Et pero, Scrivo, quando, quod, quid. MASSIVE nomenclator matching Taberna in scope. Includes: Francesi, Ambassadori Francesi, Mons. de S. Malo, Duca de Orlens/Burbon, Governatore di Burgos, M. de Bossalia, El Gran Scudero, M. de Cotino, M. de Boucharo. Also Senegalia, Senogalia. Military: Armata through Pagamento. SPANS 2 FOLIOS."
225,3,141v-142r,11 June 1494,1494,Guidantonio Archiepiscopus Mediolanensis (=Baptista Sfondrato duplicate),4,True,True,True,5,True,15.0,True,80,True,"**SHARED KEY** ('Data est in simili for D. Baptiste Sfondrato'). 4 alpha rows. FWs include Latin: Benche, Nientedimeno, perche. Very large nomenclator: El Re Alphonso, Duca de Calabria, Don Federico/Jofre, S. Virginio/Julio Ursino, Conte de Putiglano, S. Fabricio/Prospero Colonna, ms. Jo. Jacobo Trivulcio, ms. Franco Secco, S. de Piombino/Camerino/Urbino, Duca de Ferrara, Marchese di Mantua. Re de Franza/Romani/Hispania/Hungaria/Ingelterra. Forauscan, Senesi, Luchesi, Bolognesi. SPANS 2 FOLIOS."
